,Unnamed: 0,text,text_negated,text_boosted,text_inhibited,sentiment_id,sentiment,predictions,keys,text_len,predictions_negated,keys_negated,senti_negated,senti_neg_id,pred_emobert_neg,predictions_boosted,predictions_inhibited,pred_emobert,predictions_plut,predictions_n_plut,predictions_b_plut,predictions_i_plut
46,46,The foxy gentleman admired them immensely.,The foxy gentleman shouldn t admired them immensely.,The foxy gentleman highly admired them.,The foxy gentleman kinda admired them.,4,Happy,"{'anger': 0.006, 'senerity': 0.008, 'acceptance': 0.07, 'amazement_surprise': 0.1, 'admire': 0.384, 'joy_ecstasy': 0.473}",['admired'],42,"{'trust': 0.002, 'joy': 0.016, 'anticipation': 0.06, 'sadness': 0.433, 'disgust': 0.531}",['admired'],Sad,6,2,"{'senerity': 0.007, 'anger': 0.008, 'acceptance': 0.047, 'amazement_surprise': 0.091, 'joy_ecstasy': 0.462, 'admire': 0.8094}","{'senerity': 0.004, 'anger': 0.011, 'acceptance': 0.102, 'amazement_surprise': 0.149, 'admire': 0.2597, 'joy_ecstasy': 0.403}",2,"{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0, 'sad': 0, 'fear': 0, 'trust': 0, 'surprise': 0}","{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0, 'sad': 0, 'fear': 0, 'trust': 0, 'surprise': 0}","{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0, 'sad': 0, 'fear': 0, 'trust': 0, 'surprise': 0}","{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0, 'sad': 0, 'fear': 0, 'trust': 0, 'surprise': 0}"
47,47,"""Oh how funny!"" said Ida, and she laughed.","""Oh how isn't funny!"" said Ida.","""Oh how fricking funny!"" said Ida.","""Oh how little funny!"" said Ida.",4,Happy,"{'joy_ecstasy': 0.02, 'amazement_surprise': 1.02}","['funny!""']",42,"{'joy': 0.002, 'senerity': 0.004, 'trust': 0.005, 'sadness': 0.008, 'anticipation': 1.021}","['funny!""']",Sad,6,5,"{'distraction': 0.005, 'joy_ecstasy': 0.006, 'fear': 0.007, 'disgust_loathing': 0.007, 'amazement_surprise': 1.7271999999999998}","{'joy_ecstasy': 0.001, 'distraction': 0.007, 'amazement_surprise': 0.7231}",5,"{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0.5, 'sad': 0, 'fear': 0, 'trust': 0, 'surprise': 0}","{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0, 'sad': 0, 'fear': 0, 'trust': 0, 'surprise': 0}","{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0, 'sad': 0, 'fear': 0, 'trust': 0, 'surprise': 0}","{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0, 'sad': 0, 'fear': 0, 'trust': 0, 'surprise': 0}"
48,48,This was my destiny; it is quite a blessing.,This was my destiny; it isnt quite a blessing.,This was my destiny; it is fully a blessing.,This was my destiny; it is kinda a blessing.,4,Happy,"{'anger': 0.008, 'admire': 0.013, 'interest_vigilance': 0.023, 'amazement_surprise': 0.073, 'anticipation': 0.11, 'trust': 0.127, 'acceptance': 0.142, 'joy_ecstasy': 0.544}",['blessing.'],44,"{'joy': 0.011, 'boredom': 0.03, 'anticipation': 0.048, 'fear': 0.136, 'surprise': 0.149, 'disgust': 0.162, 'sadness': 0.8064}",['blessing.'],Sad,6,1,"{'anger': 0.001, 'amazement_surprise': 0.033, 'interest_vigilance': 0.047, 'anticipation': 0.118, 'trust': 0.146, 'acceptance': 0.201, 'joy_ecstasy': 0.9405}","{'interest_vigilance': 0.029, 'amazement_surprise': 0.046, 'anticipation': 0.152, 'trust': 0.153, 'acceptance': 0.18, 'joy_ecstasy': 0.33740000000000003}",1,"{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0.6, 'sad': 0, 'fear': 0, 'trust': 0, 'surprise': 0}","{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0.6, 'sad': 0, 'fear': 0, 'trust': 0, 'surprise': 0}","{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0.9, 'sad': 0, 'fear': 0, 'trust': 0, 'surprise': 0}","{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0.3, 'sad': 0, 'fear': 0, 'trust': 0, 'surprise': 0}"
49,49,"Oh, my poor child,"" and she burst into tears.","Oh, she isn't a poor child","Oh, she is very  poor child","Oh, she is sortof  poor child",6,Sad,"{'acceptance': 0.003, 'anger': 0.03, 'fear': 0.047, 'boredom': 0.131, 'disgust_loathing': 0.212, 'sadness': 0.617}",['poor'],45,"{'disgust': 0.016, 'trust': 0.044, 'interest_vigilance': 0.211, 'joy': 0.77}",['poor'],Happy,4,0,"{'acceptance': 0.03, 'fear': 0.038, 'disgust_loathing': 0.178, 'boredom': 0.259, 'sadness': 0.9648000000000001}","{'acceptance': 0.023, 'fear': 0.039, 'disgust_loathing': 0.127, 'sadness': 0.3084, 'boredom': 0.338}",0,"{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0, 'sad': 0, 'fear': 0, 'trust': 0, 'surprise': 0}","{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0, 'sad': 0, 'fear': 0, 'trust': 0, 'surprise': 0}","{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0, 'sad': 0, 'fear': 0, 'trust': 0, 'surprise': 0}","{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0, 'sad': 0, 'fear': 0, 'trust': 0, 'surprise': 0}"
50,50,First he had been upset by breaking the plate.,First he wasn't upset by breaking the plate.,First he was so upset by breaking the plate.,First he was little upset by breaking the plate.,2,Angry-Disgusted,"{'admire': 0.017, 'interest_vigilance': 0.032, 'amazement_surprise': 0.039, 'anger': 0.047, 'boredom': 0.051, 'fear': 0.117, 'sadness': 0.176, 'distraction': 0.269, 'disgust_loathing': 0.293}",['upset'],46,"{'disgust': 0.05, 'boredom': 0.076, 'interest_vigilance': 0.099, 'anticipation': 0.112, 'trust': 0.149, 'senerity': 0.218, 'joy': 0.337}",['upset'],Happy,4,3,"{'admire': 0.002, 'interest_vigilance': 0.021, 'amazement_surprise': 0.034, 'anger': 0.054, 'boredom': 0.068, 'fear': 0.12, 'sadness': 0.164, 'disgust_loathing': 0.285, 'distraction': 0.5256}","{'admire': 0.025, 'interest_vigilance': 0.03, 'anger': 0.039, 'fear': 0.057, 'boredom': 0.073, 'amazement_surprise': 0.092, 'distraction': 0.15960000000000002, 'sadness': 0.18, 'disgust_loathing': 0.316}",3,"{'anger': 0.5, 'anticipation': 0, 'disgust': 0, 'joy': 0, 'sad': 0.5, 'fear': 0, 'trust': 0, 'surprise': 0}","{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0.5, 'sad': 0, 'fear': 0, 'trust': 0, 'surprise': 0}","{'anger': 0.8, 'anticipation': 0, 'disgust': 0, 'joy': 0, 'sad': 0.8, 'fear': 0, 'trust': 0, 'surprise': 0}","{'anger': 0.3, 'anticipation': 0, 'disgust': 0, 'joy': 0, 'sad': 0.3, 'fear': 0, 'trust': 0, 'surprise': 0}"
51,51,"Alas! you only remind me of what I have lost.""","Alas! you only remind me of what I haven't lost.""","Alas! you only remind me of what I have highly lost.""","Alas! you only remind me of what I have kinda lost.""",6,Sad,"{'acceptance': 0.022, 'fear': 0.025, 'disgust_loathing': 0.127, 'boredom': 0.331, 'sadness': 0.535}","['lost.""']",46,"{'disgust': 0.019, 'trust': 0.022, 'distraction': 0.04, 'interest_vigilance': 0.327, 'joy': 0.634}","['lost.""']",Happy,4,0,"{'anger': 0.002, 'acceptance': 0.019, 'fear': 0.027, 'disgust_loathing': 0.139, 'sadness': 0.496, 'boredom': 0.6801999999999999}","{'acceptance': 0.019, 'fear': 0.03, 'disgust_loathing': 0.115, 'boredom': 0.2499, 'sadness': 0.52}",0,"{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0, 'sad': 0.5, 'fear': 0, 'trust': 0, 'surprise': 0}","{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0, 'sad': 0.5, 'fear': 0, 'trust': 0, 'surprise': 0}","{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0, 'sad': 0.9, 'fear': 0, 'trust': 0, 'surprise': 0}","{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0, 'sad': 0.3, 'fear': 0, 'trust': 0, 'surprise': 0}"
52,52,"Then the Princess would say, ""He is of no use!","Then the Princess would say, ""He is of use!","Then the Princess would say, ""He is of total use!","Then the Princess would say, ""He is of less use!",2,Angry-Disgusted,"{'anticipation': 0.014, 'trust': 0.024, 'amazement_surprise': 0.038, 'sadness': 0.043, 'senerity': 0.045, 'distraction': 0.047, 'fear': 0.071, 'boredom': 0.073, 'interest_vigilance': 0.076, 'joy_ecstasy': 0.079, 'acceptance': 0.151, 'disgust_loathing': 0.158, 'anger': 0.22}","['say,']",46,"{'admire': 0.007, 'sadness': 0.024, 'trust': 0.033, 'distraction': 0.033, 'fear': 0.039, 'amazement_surprise': 0.056, 'senerity': 0.06, 'interest_vigilance': 0.067, 'anticipation': 0.075, 'boredom': 0.081, 'disgust_loathing': 0.119, 'anger': 0.131, 'joy_ecstasy': 0.134, 'acceptance': 0.182}","['say,']",Happy,4,3,"{'interest_vigilance': 0.016, 'senerity': 0.017, 'anticipation': 0.019, 'distraction': 0.02, 'trust': 0.035, 'boredom': 0.053, 'disgust_loathing': 0.057, 'anger': 0.086, 'amazement_surprise': 0.104, 'acceptance': 0.313, 'joy_ecstasy': 0.321}","{'trust': 0.027, 'fear': 0.03, 'anticipation': 0.038, 'distraction': 0.053, 'interest_vigilance': 0.057, 'sadness': 0.064, 'amazement_surprise': 0.064, 'senerity': 0.078, 'joy_ecstasy': 0.087, 'boredom': 0.091, 'disgust_loathing': 0.138, 'acceptance': 0.149, 'anger': 0.163}",3,"{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0, 'sad': 0, 'fear': 0, 'trust': 0, 'surprise': 0}","{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0, 'sad': 0, 'fear': 0, 'trust': 0, 'surprise': 0}","{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0, 'sad': 0, 'fear': 0, 'trust': 0, 'surprise': 0}","{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0, 'sad': 0, 'fear': 0, 'trust': 0, 'surprise': 0}"
53,53,"It is overpowering, and yet it is delightful.""","It is overpowering, and it isn't delightful.""","It is super delightful.""","It is slightly delightful.""",4,Happy,"{'acceptance': 0.002, 'admire': 0.006, 'amazement_surprise': 0.429, 'joy_ecstasy': 0.603}","['delightful.""']",46,"{'anticipation': 0.339, 'sadness': 0.702}","['delightful.""']",Sad,6,1,"{'admire': 0.002, 'joy_ecstasy': 0.592, 'amazement_surprise': 0.8046}","{'admire': 0.02, 'amazement_surprise': 0.16080000000000003, 'joy_ecstasy': 0.619}",1,"{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0.5, 'sad': 0, 'fear': 0, 'trust': 0, 'surprise': 0}","{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0.5, 'sad': 0, 'fear': 0, 'trust': 0, 'surprise': 0}","{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0.8, 'sad': 0, 'fear': 0, 'trust': 0, 'surprise': 0}","{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0.3, 'sad': 0, 'fear': 0, 'trust': 0, 'surprise': 0}"
54,54,"He was a merry old man, always wandering about.","He wasn't a merry old man, always wandering about.","He was truly a merry man, always wandering about.","He was barely a merry man, always wandering about.",4,Happy,"{'admire': 0.005, 'trust': 0.015, 'amazement_surprise': 0.039, 'acceptance': 0.047, 'senerity': 0.056, 'joy_ecstasy': 0.88}",['merry'],47,"{'fear': 0.037, 'distraction': 0.056, 'disgust': 0.061, 'anticipation': 0.067, 'sadness': 0.82}",['merry'],Sad,6,1,"{'admire': 0.007, 'trust': 0.023, 'amazement_surprise': 0.035, 'senerity': 0.051, 'acceptance': 0.056, 'joy_ecstasy': 1.6511}","{'anticipation': 0.008, 'trust': 0.01, 'distraction': 0.011, 'interest_vigilance': 0.02, 'anger': 0.024, 'amazement_surprise': 0.032, 'fear': 0.033, 'boredom': 0.059, 'senerity': 0.091, 'acceptance': 0.12, 'joy_ecstasy': 0.1899}",1,"{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0, 'sad': 0, 'fear': 0, 'trust': 0, 'surprise': 0}","{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0, 'sad': 0, 'fear': 0, 'trust': 0, 'surprise': 0}","{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0, 'sad': 0, 'fear': 0, 'trust': 0, 'surprise': 0}","{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0, 'sad': 0, 'fear': 0, 'trust': 0, 'surprise': 0}"
55,55,"Yes, I shall get to Egypt, for I feel so happy!","Yes, I shall get to Egypt, for I  doesn feel happy!","Yes, I shall get to Egypt, for I feel so happy!","Yes, I shall get to Egypt, for I feel kinda happy!",4,Happy,"{'trust': 0.009, 'acceptance': 0.02, 'senerity': 0.024, 'amazement_surprise': 0.173, 'joy_ecstasy': 0.815}",['happy!'],47,"{'disgust': 0.019, 'fear': 0.02, 'distraction': 0.033, 'anticipation': 0.116, 'sadness': 0.854}",['happy!'],Sad,6,1,"{'trust': 0.009, 'acceptance': 0.02, 'senerity': 0.024, 'amazement_surprise': 0.173, 'joy_ecstasy': 1.467}","{'acceptance': 0.016, 'trust': 0.022, 'senerity': 0.031, 'amazement_surprise': 0.09590000000000001, 'joy_ecstasy': 0.834}",1,"{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0, 'sad': 0, 'fear': 0, 'trust': 0, 'surprise': 0}","{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0, 'sad': 0, 'fear': 0, 'trust': 0, 'surprise': 0}","{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0, 'sad': 0, 'fear': 0, 'trust': 0, 'surprise': 0}","{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0, 'sad': 0, 'fear': 0, 'trust': 0, 'surprise': 0}"
56,56,You can imagine how terrified the poor boy was!,You dont terrified with that!,You really terrified with that!,You sorta terrified with that!,3,Fearful,"{'sadness': 0.002, 'acceptance': 0.011, 'joy_ecstasy': 0.022, 'interest_vigilance': 0.024, 'boredom': 0.025, 'distraction': 0.073, 'amazement_surprise': 0.122, 'disgust_loathing': 0.322, 'fear': 0.441}",['terrified'],47,"{'disgust': 0.016, 'sadness': 0.018, 'boredom': 0.03, 'interest_vigilance': 0.034, 'senerity': 0.114, 'anticipation': 0.127, 'joy': 0.279, 'trust': 0.422}",['terrified'],Happy,4,4,"{'acceptance': 0.004, 'sadness': 0.007, 'joy_ecstasy': 0.016, 'interest_vigilance': 0.018, 'boredom': 0.036, 'distraction': 0.094, 'amazement_surprise': 0.151, 'disgust_loathing': 0.313, 'fear': 0.7236}","{'acceptance': 0.009, 'joy_ecstasy': 0.019, 'interest_vigilance': 0.019, 'sadness': 0.029, 'boredom': 0.03, 'distraction': 0.101, 'amazement_surprise': 0.136, 'fear': 0.2118, 'disgust_loathing': 0.345}",4,"{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0, 'sad': 0, 'fear': 0, 'trust': 0, 'surprise': 0}","{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0, 'sad': 0, 'fear': 0, 'trust': 0, 'surprise': 0}","{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0, 'sad': 0, 'fear': 0, 'trust': 0, 'surprise': 0}","{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0, 'sad': 0, 'fear': 0, 'trust': 0, 'surprise': 0}"
57,57,"""With the greatest pleasure,"" said the Princess.","""it doesnt give pleasure,"" said the Princess.","""it gives total pleasure,"" said the Princess.","""it gives somewhat pleasure,"" said the Princess.",4,Happy,"{'anger': 0.005, 'acceptance': 0.041, 'admire': 0.066, 'amazement_surprise': 0.266, 'joy_ecstasy': 0.663}","['pleasure,""']",48,"{'distraction': 0.014, 'trust': 0.025, 'surprise': 0.03, 'joy': 0.045, 'anticipation': 0.201, 'disgust': 0.241, 'sadness': 0.485}","['pleasure,""']",Sad,6,1,"{'admire': 0.001, 'trust': 0.002, 'anger': 0.019, 'acceptance': 0.039, 'amazement_surprise': 0.343, 'joy_ecstasy': 1.1466}","{'fear': 0.005, 'anger': 0.007, 'admire': 0.031, 'acceptance': 0.032, 'amazement_surprise': 0.339, 'joy_ecstasy': 0.37679999999999997}",1,"{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0, 'sad': 0, 'fear': 0, 'trust': 0, 'surprise': 0}","{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0, 'sad': 0, 'fear': 0, 'trust': 0, 'surprise': 0}","{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0, 'sad': 0, 'fear': 0, 'trust': 0, 'surprise': 0}","{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0, 'sad': 0, 'fear': 0, 'trust': 0, 'surprise': 0}"
58,58,"A little frightened voice called out ""Who's that?""","A not frightened voice called out ""Who's that?""","A greatly frightened voice called out ""Who's that?""","A little frightened voice called out ""Who's that?""",3,Fearful,"{'acceptance': 0.006, 'boredom': 0.009, 'joy_ecstasy': 0.01, 'interest_vigilance': 0.067, 'amazement_surprise': 0.113, 'distraction': 0.143, 'disgust_loathing': 0.17, 'fear': 0.523}",['frightened'],50,"{'sadness': 0.005, 'interest_vigilance': 0.014, 'joy': 0.065, 'anticipation': 0.102, 'senerity': 0.102, 'boredom': 0.167, 'trust': 0.585}",['frightened'],Happy,4,4,"{'joy_ecstasy': 0.011, 'boredom': 0.011, 'interest_vigilance': 0.075, 'amazement_surprise': 0.11, 'distraction': 0.136, 'disgust_loathing': 0.16, 'fear': 0.9684000000000001}","{'acceptance': 0.006, 'boredom': 0.009, 'joy_ecstasy': 0.01, 'interest_vigilance': 0.067, 'amazement_surprise': 0.113, 'distraction': 0.143, 'disgust_loathing': 0.17, 'fear': 0.3661}",4,"{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0, 'sad': 0, 'fear': 0, 'trust': 0, 'surprise': 0}","{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0, 'sad': 0, 'fear': 0, 'trust': 0, 'surprise': 0}","{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0, 'sad': 0, 'fear': 0, 'trust': 0, 'surprise': 0}","{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0, 'sad': 0, 'fear': 0, 'trust': 0, 'surprise': 0}"
59,59,"""I shall go distracted!"" scolded Mrs. Tittlemouse.","""I shall never go distracted!"" scolded Mrs. Tittlemouse.","""I shall go fully distracted!"" truly scolded Mrs. Tittlemouse.","""I shall go somewhat distracted!"" kinda scolded Mrs. Tittlemouse.",2,Angry-Disgusted,"{'distraction': 0.031, 'amazement_surprise': 0.039, 'disgust_loathing': 0.051, 'boredom': 0.258, 'anger': 0.661}","['distracted!""']",50,"{'senerity': 0.033, 'anticipation': 0.036, 'interest_vigilance': 0.206, 'joy': 0.766}","['distracted!""']",Happy,4,3,"{'distraction': 0.013, 'amazement_surprise': 0.028, 'disgust_loathing': 0.046, 'boredom': 0.294, 'anger': 1.254}","{'distraction': 0.033, 'amazement_surprise': 0.037, 'disgust_loathing': 0.044, 'anger': 0.3246, 'boredom': 0.386}",3,"{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0, 'sad': 0, 'fear': 0, 'trust': 0, 'surprise': 0}","{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0, 'sad': 0, 'fear': 0, 'trust': 0, 'surprise': 0}","{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0, 'sad': 0, 'fear': 0, 'trust': 0, 'surprise': 0}","{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0, 'sad': 0, 'fear': 0, 'trust': 0, 'surprise': 0}"
60,60,They were terrified and wanted to hide themselves.,They werent terrified and wanted to hide themselves.,They were so terrified and wanted to hide themselves.,They were sorta terrified and wanted to hide themselves.,3,Fearful,"{'joy_ecstasy': 0.005, 'acceptance': 0.008, 'boredom': 0.012, 'interest_vigilance': 0.024, 'sadness': 0.044, 'distraction': 0.056, 'amazement_surprise': 0.106, 'disgust_loathing': 0.295, 'fear': 0.491}",['terrified'],50,"{'sadness': 0.01, 'disgust': 0.014, 'interest_vigilance': 0.015, 'boredom': 0.042, 'senerity': 0.057, 'anticipation': 0.101, 'joy': 0.263, 'trust': 0.54}",['terrified'],Happy,4,4,"{'joy_ecstasy': 0.004, 'acceptance': 0.005, 'boredom': 0.007, 'interest_vigilance': 0.018, 'distraction': 0.061, 'sadness': 0.072, 'amazement_surprise': 0.115, 'disgust_loathing': 0.344, 'fear': 0.7452}","{'boredom': 0.005, 'acceptance': 0.011, 'joy_ecstasy': 0.018, 'interest_vigilance': 0.02, 'sadness': 0.059, 'distraction': 0.076, 'amazement_surprise': 0.122, 'fear': 0.2334, 'disgust_loathing': 0.34}",4,"{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0, 'sad': 0, 'fear': 0, 'trust': 0, 'surprise': 0}","{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0, 'sad': 0, 'fear': 0, 'trust': 0, 'surprise': 0}","{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0, 'sad': 0, 'fear': 0, 'trust': 0, 'surprise': 0}","{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0, 'sad': 0, 'fear': 0, 'trust': 0, 'surprise': 0}"
61,61,These are the jewels that rejoice a singer's heart.,These are the jewels that shouldnt rejoice a singer's heart.,These are the jewels that should really rejoice a singer's heart.,These are the jewels that should slightly rejoice a singer's heart.,4,Happy,"{'amazement_surprise': 0.002, 'senerity': 0.011, 'distraction': 0.018, 'trust': 0.053, 'anticipation': 0.1, 'admire': 0.161, 'acceptance': 0.224, 'joy_ecstasy': 0.473}",['rejoice'],51,"{'fear': 0.011, 'trust': 0.024, 'senerity': 0.039, 'anticipation': 0.059, 'distraction': 0.069, 'interest_vigilance': 0.073, 'surprise': 0.082, 'joy': 0.09, 'sadness': 0.222, 'disgust': 0.372}",['rejoice'],Sad,6,1,"{'amazement_surprise': 0.011, 'boredom': 0.011, 'distraction': 0.033, 'trust': 0.046, 'anticipation': 0.082, 'admire': 0.149, 'acceptance': 0.3798, 'joy_ecstasy': 0.498}","{'disgust_loathing': 0.015, 'boredom': 0.016, 'amazement_surprise': 0.024, 'senerity': 0.026, 'trust': 0.034, 'distraction': 0.036, 'anticipation': 0.096, 'acceptance': 0.1028, 'admire': 0.141, 'joy_ecstasy': 0.396}",1,"{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0, 'sad': 0, 'fear': 0, 'trust': 0, 'surprise': 0}","{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0, 'sad': 0, 'fear': 0, 'trust': 0, 'surprise': 0}","{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0, 'sad': 0, 'fear': 0, 'trust': 0, 'surprise': 0}","{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0, 'sad': 0, 'fear': 0, 'trust': 0, 'surprise': 0}"
62,62,All this was very sad for the poor little duckling.,All this wasnt very sad for the poor little duckling.,All this was very sad for the poor little duckling.,All this was kindof sad for the poor little duckling.,6,Sad,"{'anger': 0.019, 'fear': 0.022, 'acceptance': 0.024, 'disgust_loathing': 0.088, 'boredom': 0.273, 'sadness': 0.615}",['sad'],51,"{'disgust': 0.021, 'trust': 0.024, 'interest_vigilance': 0.286, 'joy': 1.1914}",['sad'],Happy,4,0,"{'anger': 0.019, 'fear': 0.022, 'acceptance': 0.024, 'disgust_loathing': 0.088, 'boredom': 0.273, 'sadness': 1.107}","{'admire': 0.004, 'acceptance': 0.02, 'anger': 0.029, 'fear': 0.029, 'disgust_loathing': 0.056, 'boredom': 0.266, 'sadness': 0.4466}",0,"{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0, 'sad': 0.8, 'fear': 0, 'trust': 0, 'surprise': 0}","{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0, 'sad': 0, 'fear': 0, 'trust': 0, 'surprise': 0}","{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0, 'sad': 0.8, 'fear': 0, 'trust': 0, 'surprise': 0}","{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0, 'sad': 0.3, 'fear': 0, 'trust': 0, 'surprise': 0}"
63,63,"""How beautiful this world is!"" said the caterpillar.","""why world isn't  beautiful !"" said the caterpillar.","""why world is super  beautiful !"" said the caterpillar.","""why world is barely  beautiful !"" said the caterpillar.",4,Happy,"{'fear': 0.016, 'joy_ecstasy': 0.273, 'amazement_surprise': 0.751}",['beautiful'],52,"{'senerity': 0.002, 'boredom': 0.002, 'joy': 0.026, 'trust': 0.038, 'interest_vigilance': 0.048, 'disgust': 0.051, 'sadness': 0.274, 'anticipation': 0.6}",['beautiful'],Sad,6,1,"{'interest_vigilance': 0.002, 'boredom': 0.004, 'trust': 0.011, 'acceptance': 0.014, 'fear': 0.024, 'joy_ecstasy': 0.314, 'amazement_surprise': 0.672}","{'sadness': 0.004, 'senerity': 0.005, 'acceptance': 0.017, 'distraction': 0.022, 'fear': 0.039, 'disgust_loathing': 0.042, 'joy_ecstasy': 0.047700000000000006, 'boredom': 0.069, 'amazement_surprise': 0.684}",1,"{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0, 'sad': 0, 'fear': 0, 'trust': 0, 'surprise': 0}","{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0, 'sad': 0, 'fear': 0, 'trust': 0, 'surprise': 0}","{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0, 'sad': 0, 'fear': 0, 'trust': 0, 'surprise': 0}","{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0, 'sad': 0, 'fear': 0, 'trust': 0, 'surprise': 0}"
