,Unnamed: 0,text,sentiment,sentiment_id
1054,804,Rocky start for Bangkok airport,surprise,5
1055,805,12 dead in Lebanese minibus bombings,sadness,4
1056,806,Sex torture claims hit Russia army,disgust,1
1057,807,Mega-marsupials once roamed Australia,surprise,5
1058,808,Rupert Murdoch's secret TiVo,surprise,5
1059,809,"UPDATE 1-Plane crashes at Moscow airport, no passengers",sadness,4
1060,810,HPV vaccination stirs heated debate in America,surprise,5
1061,811,Court TV: Accused killer tells jury a love story,surprise,5
1062,812,Whistle-blowing Web site exposed,surprise,5
1063,813,"Start late, retire rich",joy,3
1064,814,Somali PM vows to bring Islamists to justice,anger,0
1065,815,Swingers more common than most think,surprise,5
1066,816,Anna Nicole Smith fans mourn in cyberspace,sadness,4
1067,817,Antibiotic Ketek more dangerous than thought,fear,2
1068,818,Time to book your cruise,joy,3
1069,819,'Blazing Angels' for PS3 fails to soar,sadness,4
1070,820,North Korea aid demand stall talks,sadness,4
1071,821,Cartoon Network head steps down,sadness,4
1072,822,Malaysia aggressively wooing tourists,joy,3
1073,823,Anna Nicole Smith's Bahamas home seized,sadness,4
1074,824,Andromeda involved in galactic collision,surprise,5
1075,825,Rwanda mulling 3-kid limit for families,joy,3
1076,826,Wilkinson sets record in tame win,joy,3
1077,827,Army engineers say dam safe,joy,3
1078,828,France: Al Qaeda suspects arrested,fear,2
1079,829,Utah gunman survived Srebrenica,joy,3
1080,830,Creating a whole album in a month?,surprise,5
1081,831,India to test new nuclear missile,fear,2
1082,832,G7 to China: Ease exchange rate grip,surprise,5
1083,833,Hatton hands back IBF title again,joy,3
1084,834,"Bernanke: Economy healthy, but...",fear,2
1085,835,"Mickelson, Sutherland share lead",joy,3
1086,836,"Napping is good for your heart, study finds",joy,3
1087,837,Princess Masako author: No regrets,surprise,5
1088,838,Students use IM-lingo in essays,surprise,5
1089,839,Malaysia launches tourism campaign,joy,3
1090,840,Study: Africa's Internet gap getting wider,sadness,4
1091,841,Travel chaos as heavy snow hits UK,fear,2
1092,842,Paula Abdul: 'I have never been drunk',surprise,5
1093,843,Salmonella outbreak traced to peanut butter,fear,2
1094,844,Putin: U.S. force fostering nuke ambitions,fear,2
1095,845,"Nuke detectors to ring New York, official says",fear,2
1096,846,Double bus-bombing kills three in Lebanon,sadness,4
1097,847,Davydenko out as seeds scattered,surprise,5
1098,848,Obama: I'm running for president,joy,3
1099,849,Paterson boots Scotland to victory,joy,3
1100,850,"African-Americans are organ donors these days, but what about bone marrow?",surprise,5
1101,851,Study: On-the-job naps might help heart,joy,3
1102,852,"Guinea capital largely calm under curfew, marital law",fear,2
1103,853,Bosses sleeping on idea of letting workers take naps,surprise,5
1104,854,Teacher's porn conviction sparks tech debate,disgust,1
1105,855,Singapore pampers its waterfront promenade,joy,3
1106,856,Rwanda mulls three-child limit,surprise,5
1107,857,Samsung settles price-fixing lawsuit,joy,3
1108,858,"Radical cleric al-Sadr in Iran, U.S. insists",fear,2
1109,859,Reports: Harvard set to name first female president,joy,3
1110,860,Iraq unveils new security plans,surprise,5
1111,861,University offers support to New Orleans school,joy,3
1112,862,"Storm causes slick, icy roads",fear,2
1113,863,South Korea fire kills 10 foreigners,sadness,4
1114,864,Prehistoric lovers found locked in eternal embrace,surprise,5
1115,865,Charts: Is your city lean or lethargic?,surprise,5
1116,866,Peru leader questioned in massacre probe,sadness,4
1117,867,U.S. commander: Iraq not hopeless,joy,3
1118,868,Australian PM stands by Obama attack,joy,3
1119,869,Mardi Gras rebound in the offing for New Orleans?,joy,3
1120,870,Siestas may cut heart disease risk,joy,3
1121,871,"Oregon snorkeler mistaken for rodent, shot in face",sadness,4
1122,872,Petraeus takes command in Iraq,fear,2
1123,873,6 dead after Utah Mall shooting rampage,sadness,4
1124,874,Sharks kill four people in 'dull' year,sadness,4
1125,875,Record-shattering day on Wall St.,joy,3
1126,876,Comedian says government silences critics,sadness,4
1127,877,Rockers big winners at Brit Awards,joy,3
1128,878,Samba school leader killed before Rio carnival,sadness,4
1129,879,"Taiwan's 'Mr. Clean' indicted, steps down",sadness,4
1130,880,Woman fights to keep drunken driver in jail,anger,0
1131,881,Al Qaeda group calls for attacks on U.S. oil,fear,2
1132,882,Cousin: Gunman was Srebrenica survivor,sadness,4
1133,883,Turkmenistan votes for president,joy,3
1134,884,Here is some advice to take to heart...,surprise,5
1135,885,10 don't-miss tax breaks,joy,3
1136,886,Police break up Kosovo protests,anger,0
1137,887,Messi makes Barcelona squad return,joy,3
1138,888,Jump reported in accidental drug-overdose deaths,sadness,4
1139,889,Catania punished for fan violence,sadness,4
1140,890,Isinbayeva sets 20th world record,joy,3
1141,891,Lawmakers blast FDA drug safety oversight,anger,0
1142,892,Regular naps make hearts healthy,joy,3
1143,893,Ice stops trolleys cold,sadness,4
1144,894,U.S. gunman 'was Srebrenica survivor',surprise,5
1145,895,Outdated baby food found on shelves,disgust,1
1146,896,Tow truck drivers accused of stealing cars,disgust,1
1147,897,Bush: It's time for Congress to back energy plan,joy,3
1148,898,UK soldiers cleared of Iraq abuse,joy,3
1149,899,FDA revises label warnings on the antibiotic Ketek,joy,3
1150,900,Toshiba Portege R400,joy,3
1151,901,South Africa mourns Adelaide Tambo,sadness,4
1152,902,Evacuees can return home after plant blast,joy,3
1153,903,Anna Nicole Smith's body lies in legal limbo,sadness,4
1154,904,Former teacher poses for Playboy,surprise,5
1155,905,France rejects Rwandan investigators,anger,0
1156,906,A nap a day may keep the heart doctor away,surprise,5
1157,907,"Higley, Gonzalez lead in Malaysia",joy,3
1158,908,Grammys ready to name winners,joy,3
1159,909,Pound will not drop Armstrong case,anger,0
1160,910,Reunited Police to start world tour in May,joy,3
1161,911,Turkmen acting leader sworn in as new president,joy,3
1162,912,Allen and Okur get All-Star call,joy,3
1163,913,Svindal claims are golden double,joy,3
1164,914,"Trolley Square shooting leaves 6 dead, including gunman",sadness,4
1165,915,Bridge blast stops I-95 traffic,fear,2
1166,916,"Mother, daughter stabbed near school",sadness,4
1167,917,Excerpt: Politicians and the press,disgust,1
1168,918,North Korea gets 'money and respect',joy,3
1169,919,Beyonce in a bikini as SI's swimsuit cover model,joy,3
1170,920,Loving with all your ... brain,surprise,5
1171,921,Shoplifters' choice: Police or T-shirt of shame,surprise,5
1172,922,Cuban official: Web a 'wild colt',fear,2
1173,923,Slow 'Music and Lyrics',joy,3
1174,924,Mexican navy helps in hunt for U.S. engineer,joy,3
1175,925,Smith baby may not be pot of gold,sadness,4
1176,926,Latest updates on world's top stories,fear,2
1177,927,Beating leaves teen in coma,sadness,4
1178,928,Tiempo Libre has Grammy dreams,joy,3
1179,929,GPS sneakers locate with press of a button,surprise,5
1180,930,Embattled Edwards blogger quits campaign,sadness,4
1181,931,Britons deported from Somalia held under Terrorism Act,fear,2
1182,932,Updates on world's top stories,fear,2
1183,933,Breast cancer drug promises hope,joy,3
1184,934,Ancient coin shows Cleopatra was no beauty,surprise,5
1185,935,YouTube yields surprising payback,surprise,5
1186,936,Up to 22 inches of snow in forecast,surprise,5
1187,937,Werder make 10-man Ajax pay price,joy,3
1188,938,EU condemns 'illegal' CIA flights,anger,0
1189,939,Report links humans to global warming,fear,2
1190,940,UN nuclear watchdog slashes Iran aid,anger,0
1191,941,Survey: Tech a tool in teen dating abuse,sadness,4
1192,942,The breast cancer breakthrough saving 1000 women a year,joy,3
1193,943,"Tourist spot resists gravity, but not progress",sadness,4
1194,944,The NFL's 20 biggest potential free agents,joy,3
1195,945,World tourism sets record in 2006,joy,3
1196,946,BA to charge $470 for an extra bag,surprise,5
1197,947,Kuerten returns to winners' circle,joy,3
1198,948,World's oldest newspaper now exists only online,surprise,5
1199,949,Japanese whaler afire in Antarctic,sadness,4
1200,950,EU document: Iranian bomb unstoppable,fear,2
1201,951,U.S. urged to lead on 'green' actions,joy,3
1202,952,See if your city is one of the United States' top 10 fittest or fattest,surprise,5
1203,953,Lee in pre-World Cup injury scare,fear,2
1204,954,New cancer drug to save a thousand lives a year,joy,3
1205,955,Ex-teacher guilty in nude-pictures scheme,disgust,1
1206,956,Fire extinguisher part of Tennessee execution kit,surprise,5
1207,957,Founder returns to Dell helm,joy,3
1208,958,Charles Gibson takes over first place,joy,3
1209,959,Ex-Border Patrol agent beaten in prison,sadness,4
1210,960,'Made in China' irks some Burberry shoppers,anger,0
1211,961,Stonehenge workers' village found,surprise,5
1212,962,Who is Prince Frederic von Anhalt?,surprise,5
1213,963,Latest food-fad -- 'space potatoes',surprise,5
1214,964,Ethiopia readies for millennium all its own,joy,3
1215,965,Good news for slackers: Naps may cut risk for heart problems,joy,3
1216,966,Snowbirds shortening their Florida stays,sadness,4
1217,967,Win a (concert) date with the Police,joy,3
1218,968,"Snow begins, heavy accumulations expected",fear,2
1219,969,"Jet flips in snowstorm, none dead",joy,3
1220,970,Frantic 911 call in Ryan O'Neal case,surprise,5
1221,971,Durant's success trumps the Gators,joy,3
1222,972,Scientist snoops in astronauts' journals,disgust,1
1223,973,YouTube founders split $650M payout,joy,3
1224,974,African nation hopes Whoopi can help,joy,3
1225,975,United hang on to six-point lead,joy,3
1226,976,Lawyer seizes Smith's Bahamas home,sadness,4
1227,977,Was Prince's super show too revealing?,surprise,5
1228,978,Clijsters looks for a long goodbye,sadness,4
1229,979,Snow's too deep even for snowmobiles,surprise,5
1230,980,Study: Female seals picky about mates,surprise,5
1231,981,"ROUNDUP: Protests erupt despite ""state of siege"" In Guinea",anger,0
1232,982,Study: More kids exposed to online porn,disgust,1
1233,983,Beyonce new SI bikini cover girl,joy,3
1234,984,"Marijuana helps ease HIV nerve pain, study says",surprise,5
1235,985,Serena misses Bangalore tournament,sadness,4
1236,986,"Dryer blamed for fire killing 39 cats, dogs",sadness,4
1237,987,"Roddick, Murray score in San Jose",joy,3
1238,988,Apple trademark dispute settled,joy,3
1239,989,U.S. online love brokers eye China,sadness,4
1240,990,U.S. diverts troops to fight Taliban,anger,0
1241,991,'House of Cards' actor Ian Richardson dead,sadness,4
1242,992,Taliban leader killed in airstrike,sadness,4
1243,993,Escape to Prague without the summer hordes,joy,3
1244,994,Kathmandu: First snow in 63 years,surprise,5
1245,995,Nasdaq fails in bid for LSE,sadness,4
1246,996,Ex-pastor gets death sentence,sadness,4
1247,997,Baby born on turnpike after dad misses exit,surprise,5
1248,998,Study links chimps and 'hammers',surprise,5
1249,999,UN-Google Earth map climate change,joy,3
